species,specieskey,genus
Tilletia caries,2513463,Tilletia
Tilletia cathcartae,2513448,Tilletia
Tilletia cerebrina,2513445,Tilletia
Tilletia chionachnes,2513399,Tilletia
Tilletia contraversa,7364398,Tilletia
Tilletia controversa,2513473,Tilletia
Tilletia ehrhartae,2513407,Tilletia
Tilletia eragrostiellae,2513417,Tilletia
Tilletia fusca,7238987,Tilletia
Tilletia holci,2513378,Tilletia
Tilletia imbecillis,2513403,Tilletia
Tilletia inolens,2513432,Tilletia
Tilletia kimberleyensis,2513376,Tilletia
Tilletia lachnagrostidis,3372180,Tilletia
Tilletia laevis,2513478,Tilletia
Tilletia levis,,Tilletia
Tilletia lineata,2513472,Tilletia
Tilletia menieri,2513386,Tilletia
Tilletia micrairae,8161465,Tilletia
Tilletia microtuberculata,2513396,Tilletia
Tilletia nigrifaciens,2513416,Tilletia
Tilletia olida,8246411,Tilletia
Tilletia opaca,2513452,Tilletia
Tilletia palpera,2513447,Tilletia
Tilletia polypogonis,2513387,Tilletia
Tilletia robeana,2513483,Tilletia
Tilletia savilei,2513435,Tilletia
Tilletia secalis,7615089,Tilletia
Tilletia separata,2513392,Tilletia
Tilletia sesleriae,3372066,Tilletia
Tilletia setariicola,3372056,Tilletia
Tilletia sphaerococca,2513389,Tilletia
Tilletia tritici-repentis,3372223,Tilletia
Tilletia viennotii,3372138,Tilletia
Tilletia vittata,3372071,Tilletia
Tilletia whiteochloae,2513414,Tilletia
Tilletia wilcoxiana,3372078,Tilletia
Timdalia intricata,3425349,Timdalia
Timgrovea reticulata,2523816,Timgrovea
Tinctoporellus epimiltinus,2547179,Tinctoporellus
Tingiopsidium elaeinum,10714214,Tingiopsidium
Tingiopsidium isidiatum,10730068,Tingiopsidium
Tingiopsidium pubescens,3303971,Tingiopsidium
Tingiopsidium sonomense,10864196,Tingiopsidium
Titaea maxilliformis,5262000,Titaea
Titaeospora detospora,3443087,Titaeospora
Titaeosporina tremulae,3295298,Titaeosporina
Toensbergia geminipara,10855482,Toensbergia
Toensbergia leucococca,8152339,Toensbergia
Tolypocladium capitatum,7455687,Tolypocladium
Tolypocladium fractum,8060151,Tolypocladium
Tolypocladium geodes,2564408,Tolypocladium
Tolypocladium inflatum,2564398,Tolypocladium
Tolypocladium longisegmentatum,9799832,Tolypocladium
Tolypocladium microsporum,2560900,Tolypocladium
Tolypocladium ophioglossoides,7646591,Tolypocladium
Tolypocladium rouxii,7411442,Tolypocladium
Tolypocladium valliforme,8071435,Tolypocladium
Tolyposporella chrysopogonis,2513551,Tolyposporella
Tolyposporium junci,2557138,Tolyposporium
Tolyposporium kuwanoanum,7850068,Tolyposporium
Tomasellia americana,2618854,Tomasellia
Tomasellia diffusa,2618850,Tomasellia
Tomasellia gelatinosa,2618853,Tomasellia
Tomentella asperula,5239090,Tomentella
Tomentella atroarenicolor,5238993,Tomentella
Tomentella atrorubra,5239126,Tomentella
Tomentella atrovirens,5239118,Tomentella
Tomentella badia,5238959,Tomentella
Tomentella botryoides,5239008,Tomentella
Tomentella bourdotii,5238978,Tomentella
Tomentella brevispina,5239082,Tomentella
Tomentella brunneorufa,5239046,Tomentella
Tomentella bryophila,5239031,Tomentella
Tomentella caesiocinerea,5239129,Tomentella
Tomentella castanea,5460524,Tomentella
Tomentella cinerascens,5239087,Tomentella
Tomentella cinereoumbrina,5238952,Tomentella
Tomentella clavigera,5239117,Tomentella
Tomentella coerulea,5239107,Tomentella
Tomentella crinalis,5238966,Tomentella
Tomentella crustacea,5460519,Tomentella
Tomentella donkii,5239028,Tomentella
Tomentella epigaea,5239124,Tomentella
Tomentella ferruginea,5238997,Tomentella
Tomentella ferruginella,5239069,Tomentella
Tomentella fragilis,5239039,Tomentella
Tomentella fuscella,7241556,Tomentella
Tomentella fuscocinerea,5238927,Tomentella
Tomentella fuscoferruginosa,5239115,Tomentella
Tomentella galzinii,5239104,Tomentella
Tomentella griseoumbrina,5239085,Tomentella
Tomentella griseoviolacea,5238996,Tomentella
Tomentella italica,5239013,Tomentella
Tomentella juncicola,5239019,Tomentella
Tomentella lapida,5238940,Tomentella
Tomentella lateritia,5239052,Tomentella
Tomentella lilacinogrisea,5238976,Tomentella
Tomentella mairei,5460530,Tomentella
Tomentella microspora,5239094,Tomentella
Tomentella molybdaea,5239066,Tomentella
Tomentella nitellina,5238992,Tomentella
Tomentella ochraceo-olivacea,5460553,Tomentella
Tomentella ochraceoviolacea,8636601,Tomentella
Tomentella oligofibula,5239086,Tomentella
Tomentella olivascens,5238988,Tomentella
Tomentella papuae,7408632,Tomentella
Tomentella phylacteris,5238956,Tomentella
Tomentella pilatii,5238994,Tomentella
Tomentella pilosa,5239047,Tomentella
Tomentella puberula,5239120,Tomentella
Tomentella punicea,5239053,Tomentella
Tomentella radiosa,5239059,Tomentella
Tomentella rhodophaea,5239106,Tomentella
Tomentella roana,7996137,Tomentella
Tomentella rufobrunnea,5460534,Tomentella
Tomentella scobinella,5239051,Tomentella
Tomentella spinosispora,5239128,Tomentella
Tomentella stuposa,5239020,Tomentella
Tomentella subalpina,5239012,Tomentella
Tomentella subamyloidea,5239043,Tomentella
Tomentella subcinerascens,5239041,Tomentella
Tomentella subclavigera,5238990,Tomentella
Tomentella subtestacea,5238962,Tomentella
Tomentella subvinosa,5239044,Tomentella
Tomentella terrestris,5238939,Tomentella
Tomentella testaceogilva,5239105,Tomentella
Tomentella umbrinospora,5239067,Tomentella
Tomentella viridescens,5239015,Tomentella
Tomentella viridis,5460532,Tomentella
Tomentella viridula,5239084,Tomentella
Tomentella viridula,8415585,Tomentella
Tomentellopsis bresadolana,2522487,Tomentellopsis
Tomentellopsis bresadoliana,3353262,Tomentellopsis
Tomentellopsis echinospora,2522497,Tomentellopsis
Tomentellopsis pallidocitrina,2522492,Tomentellopsis
Tomentellopsis pulchella,3353263,Tomentellopsis
Tomentellopsis pusilla,2522510,Tomentellopsis
Tomentellopsis submollis,2522494,Tomentellopsis
Tomentellopsis zygodesmoides,2522505,Tomentellopsis
Tomnashia ludificans,10834649,Tomnashia
Tomnashia luteominia,10710208,Tomnashia
Tomnashia rosei,10897783,Tomnashia
Toninia albilabra,3426286,Toninia
Toninia alutacea,2608033,Toninia
Toninia cinereovirens,2608052,Toninia
Toninia diffracta,2608064,Toninia
Toninia episema,2607997,Toninia
Toninia fusispora,2608011,Toninia
Toninia plumbina,3426160,Toninia
Toninia populorum,10145714,Toninia
Toninia rosulata,2607989,Toninia
Toninia squalescens,8235946,Toninia
Toninia squalida,2608002,Toninia
Toninia subdispersa,3426277,Toninia
Toninia subfuscae,2608042,Toninia
Toninia subnitida,2608070,Toninia
Toninia thiopsora,3426375,Toninia
Toninia toepfferi,8703323,Toninia
Toninia tristis,6612242,Toninia
Toninia verrucariae,3426202,Toninia
Toniniopsis aromatica,10110118,Toniniopsis
Toniniopsis coelestina,10412310,Toniniopsis
Toniniopsis cretica,10736457,Toniniopsis
Toniniopsis illudens,10422215,Toniniopsis
Toniniopsis mesoidea,10737502,Toniniopsis
Toniniopsis obscura,3396047,Toniniopsis
Toniniopsis subincompta,10318687,Toniniopsis
Toniniopsis verrucarioides,10167709,Toniniopsis
Topelia aperiens,3420709,Topelia
Topelia californica,2603163,Topelia
Topelia heterospora,7517034,Topelia
Topelia rosea,3420712,Topelia
Topeliopsis acutispora,2601918,Topeliopsis
Topeliopsis azorica,2601910,Topeliopsis
Topeliopsis decorticans,2601916,Topeliopsis
Topeliopsis elixii,2601903,Topeliopsis
Topeliopsis macrocarpa,10783438,Topeliopsis
Topeliopsis muscigena,2601921,Topeliopsis
Topeliopsis novae-zelandiae,3415392,Topeliopsis
Topeliopsis subdenticulata,2601905,Topeliopsis
Topospora obturata,2582738,Topospora
Topospora proboscidea,8615387,Topospora
Tornabea scutellifera,2609594,Tornabea
Torpedospora radiata,3458417,Torpedospora
Torrendiella ciliata,2583202,Torrendiella
Torrubiella albolanata,2560494,Torrubiella
Torrubiella albotomentosa,2560487,Torrubiella
Torrubiella arachnophila,3452062,Torrubiella
Torrubiella aranicida,2560493,Torrubiella
Torrubiella pulvinata,3452128,Torrubiella
Torrubiella rubra,2560492,Torrubiella
Tortilispora aurantiaca,9707022,Tortilispora
Tortilispora cinctula,9777953,Tortilispora
Torula abbreviata,5258132,Torula
Torula alpina,5500657,Torula
Torula expansa,5258117,Torula
Torula fusca,5258126,Torula
Torula herbarum,5258129,Torula
Torula ovalispora,5258134,Torula
Torula pulveracea,5258121,Torula
Torula sulphurea,5258114,Torula
Toxicocladosporium pseudovelox,10697096,Toxicocladosporium
Trabutia irosinensis,3567300,Trabutia
Trabutia nothofagi,2570061,Trabutia
Trabutia pacifica,3554439,Trabutia
Trabutia quercina,3283203,Trabutia
Trachyspora alchemillae,2516765,Trachyspora
Trachyspora melospora,2516775,Trachyspora
Trachyspora pentaphylleae,2516779,Trachyspora
Tracya hydrocharidis,2513089,Tracya
Tracya lemnae,2513087,Tracya
Trametes apiaria,7525750,Trametes
Trametes cingulata,2548136,Trametes
Trametes coccinea,8134528,Trametes
Trametes cotonea,2548017,Trametes
Trametes cubensis,2548276,Trametes
Trametes cystidiata,2548397,Trametes
Trametes ectypa,2548290,Trametes
Trametes elegans,2547564,Trametes
Trametes flavida,8300114,Trametes
Trametes gibbosa,9208081,Trametes
Trametes gilvoides,3365590,Trametes
Trametes glabrorigens,7647423,Trametes
Trametes hirsuta,8032257,Trametes
Trametes hirsuta,8367739,Trametes
Trametes hirsute,6124400,Trametes
Trametes hirta,8070717,Trametes
Trametes hispidans,3365907,Trametes
Trametes hostmannii,7390619,Trametes
Trametes lactinea,9259588,Trametes
Trametes leonina,7693170,Trametes
Trametes marianna,2548047,Trametes
Trametes maxima,2548259,Trametes
Trametes membranacea,2548089,Trametes
Trametes meyenii,2548106,Trametes
Trametes nivosa,2548023,Trametes
Trametes ochracea,2548374,Trametes
Trametes orientalis,3365664,Trametes
Trametes ornata,3365540,Trametes
Trametes palisotii,3365799,Trametes
Trametes pavonia,7440673,Trametes
Trametes polyzona,7353637,Trametes
Trametes psila,7409654,Trametes
Trametes pubescens,7621208,Trametes
Trametes quarrei,7863976,Trametes
Trametes quercina,8401106,Trametes
Trametes repanda,7944210,Trametes
Trametes robiniophila,2548149,Trametes
Trametes socotrana,2548297,Trametes
Trametes strumosa,8020892,Trametes
Trametes suaveolens,9166502,Trametes
Trametes subectypa,5954495,Trametes
Trametes supermodesta,2548302,Trametes
Trametes tenuis,8052761,Trametes
Trametes tephroleuca,2548335,Trametes
Trametes trogii,2546282,Trametes
Trametes varians,3365593,Trametes
Trametes variegata,7772858,Trametes
Trametes vernicipes,8265225,Trametes
Trametes versicolor,2548311,Trametes
Trametes versicolor,7652320,Trametes
Trametes vespacea,7583772,Trametes
Trametes villosa,2547976,Trametes
Trametopsis cervina,2546002,Trametopsis
Tranzschelia anemones,2516438,Tranzschelia
Tranzschelia arthurii,3373317,Tranzschelia
Tranzschelia cohaesa,2516417,Tranzschelia
Tranzschelia discolor,2516419,Tranzschelia
Tranzschelia pruni-spinosae,2516430,Tranzschelia
Tranzschelia pseudofusca,8357361,Tranzschelia
Tranzschelia pulsatillae,3373327,Tranzschelia
Tranzscheliella comburens,2557391,Tranzscheliella
Tranzscheliella hypodytes,2557405,Tranzscheliella
Tranzscheliella minima,2557384,Tranzscheliella
Tranzscheliella serena,2557416,Tranzscheliella
Tranzscheliella sparti,2557410,Tranzscheliella
Tranzscheliella williamsii,2557400,Tranzscheliella
Trapelia calvariana,10846488,Trapelia
Trapelia coarctata,2599725,Trapelia
Trapelia collaris,10731866,Trapelia
Trapelia corticola,2599735,Trapelia
Trapelia elacista,10747752,Trapelia
Trapelia glebulosa,8611940,Trapelia
Trapelia involuta,2599715,Trapelia
Trapelia lilacea,3389684,Trapelia
Trapelia macrospora,3389678,Trapelia
Trapelia obtegens,2599731,Trapelia
Trapelia placodioides,2599738,Trapelia
Trapelia stipitata,10706613,Trapelia
Trapelia thieleana,10815143,Trapelia
Trapeliopsis aeneofusca,2599787,Trapeliopsis
Trapeliopsis bisorediata,2599781,Trapeliopsis
Trapeliopsis californica,3389858,Trapeliopsis
Trapeliopsis colensoi,3389813,Trapeliopsis
Trapeliopsis congregans,3389841,Trapeliopsis
Trapeliopsis flexuosa,2599767,Trapeliopsis
Trapeliopsis gelatinosa,2599784,Trapeliopsis
Trapeliopsis glaucolepida,11154054,Trapeliopsis
Trapeliopsis glaucolepidea,2599783,Trapeliopsis
Trapeliopsis glaucopholis,3389823,Trapeliopsis
Trapeliopsis granulosa,2599776,Trapeliopsis
Trapeliopsis haumanii,3389862,Trapeliopsis
Trapeliopsis percrenata,2599765,Trapeliopsis
Trapeliopsis pseudogranulosa,2599782,Trapeliopsis
Trapeliopsis steppica,3389810,Trapeliopsis
Trapeliopsis viridescens,2599773,Trapeliopsis
Trapeliopsis wallrothii,8503245,Trapeliopsis
Traponora asterella,3397480,Traponora
Traponora globosa,10859623,Traponora
Traponora varians,10709559,Traponora
Trappea darkeri,2526002,Trappea
Trechinothus smardae,2523325,Trechinothus
Trechispora alnicola,2523187,Trechispora
Trechispora amianthina,2523132,Trechispora
Trechispora araneosa,2523109,Trechispora
Trechispora brasiliensis,2523175,Trechispora
Trechispora byssinella,2523090,Trechispora
Trechispora candidissima,2523084,Trechispora
Trechispora caucasica,2523192,Trechispora
Trechispora clancularis,2523150,Trechispora
Trechispora cohaerens,2523127,Trechispora
Trechispora cyatheae,7889576,Trechispora
Trechispora dimitica,2523069,Trechispora
Trechispora donkii,3315748,Trechispora
Trechispora elongata,2523104,Trechispora
Trechispora farinacea,2523138,Trechispora
Trechispora fastidiosa,8932485,Trechispora
Trechispora hymenocystis,2523105,Trechispora
Trechispora incisa,2523196,Trechispora
Trechispora invisitata,2523152,Trechispora
Trechispora kavinioides,2523197,Trechispora
Trechispora laevis,2523078,Trechispora
Trechispora microspora,2523064,Trechispora
Trechispora minima,2523108,Trechispora
Trechispora minuta,3315744,Trechispora
Trechispora mollusca,9180775,Trechispora
Trechispora mutabilis,2523156,Trechispora
Trechispora nivea,2523162,Trechispora
Trechispora praefocata,2523070,Trechispora
Trechispora regularis,2523081,Trechispora
Trechispora sphaerospora,2523076,Trechispora
Trechispora stellulata,2523073,Trechispora
Trechispora stevensonii,2523119,Trechispora
Trechispora subhelvetica,3315750,Trechispora
Trechispora subsphaerospora,2523194,Trechispora
Trechispora tenuicula,2523115,Trechispora
Trechispora trigonospora,3315755,Trechispora
Trechispora verruculosa,2523160,Trechispora
Trematosphaeria callicarpa,3535891,Trematosphaeria
Trematosphaeria cariosa,3535940,Trematosphaeria
Trematosphaeria clarkii,2619109,Trematosphaeria
Trematosphaeria endoxyloides,3536042,Trematosphaeria
Trematosphaeria hydrela,3535888,Trematosphaeria
Trematosphaeria paradoxa,3535898,Trematosphaeria
Trematosphaeria pertusa,7253479,Trematosphaeria
Trematosphaeria vicina,3535896,Trematosphaeria
Trematosphaeria wegeliniana,3535933,Trematosphaeria
Tremella acaciae,5467979,Tremella
Tremella anaptychiae,10592728,Tremella
Tremella armeniaca,5468199,Tremella
Tremella aspera,5468171,Tremella
Tremella aurantia,5237423,Tremella
Tremella aurantiolutea,5468249,Tremella
Tremella australiensis,5468297,Tremella
Tremella callunicola,5237393,Tremella
Tremella caloplacae,5237389,Tremella
Tremella candelariellae,5468076,Tremella
Tremella candida,7521663,Tremella
Tremella carneoalba,5468237,Tremella
Tremella cetrariellae,9740270,Tremella
Tremella cetrariicola,5237400,Tremella
Tremella christiansenii,5468196,Tremella
Tremella cladoniae,5237381,Tremella
Tremella clavisterigma,5468002,Tremella
Tremella coalescens,5468185,Tremella
Tremella colpomaticola,5468107,Tremella
Tremella coppinsii,5237435,Tremella
Tremella dactylobasidia,8232103,Tremella
Tremella diploschistina,7589676,Tremella
Tremella discicola,5237385,Tremella
Tremella durissima,5468205,Tremella
Tremella encephala,5237414,Tremella
Tremella encephala,9027718,Tremella
Tremella everniae,5468033,Tremella
Tremella exigua,5237391,Tremella
Tremella fibulifera,5468194,Tremella
Tremella flava,5468001,Tremella
Tremella frondosa,8304495,Tremella
Tremella fuciformis,5237434,Tremella
Tremella fulvacea,5468285,Tremella
Tremella giraffa,5237395,Tremella
Tremella globispora,5237378,Tremella
Tremella grandibasidia,5467975,Tremella
Tremella hymenophaga,5237397,Tremella
Tremella hypocenomycis,5468244,Tremella
Tremella hypogymniae,5237426,Tremella
Tremella indecorata,5237421,Tremella
Tremella inundata,5468163,Tremella
Tremella invasa,5237404,Tremella
Tremella karstenii,5237396,Tremella
Tremella laurisilvae,9750681,Tremella
Tremella lichenicola,5237419,Tremella
Tremella lilacea,5468116,Tremella
Tremella lobariacearum,5237403,Tremella
Tremella macrobasidiata,7585548,Tremella
Tremella macroceratis,5468206,Tremella
Tremella mesenterella,5468262,Tremella
Tremella mesenterica,7577590,Tremella
Tremella moriformis,7476391,Tremella
Tremella moriformis,5237402,Tremella
Tremella nashii,5467997,Tremella
Tremella nephromatis,5468174,Tremella
Tremella nigrifacta,5468146,Tremella
Tremella normandinae,5237382,Tremella
Tremella obscura,2555980,Tremella
Tremella parmeliarum,5468165,Tremella
Tremella penetrans,8369966,Tremella
Tremella pertusariae,5237427,Tremella
Tremella phaeographidis,5237405,Tremella
Tremella phaeophysciae,5237428,Tremella
Tremella philippinensis,5468039,Tremella
Tremella polyporina,10554842,Tremella
Tremella pulvinalis,5468134,Tremella
Tremella ramalinae,5237433,Tremella
Tremella rhizocarpicola,7706220,Tremella
Tremella rinodinae,5468302,Tremella
Tremella riobrancensis,5468172,Tremella
Tremella rosea,8308125,Tremella
Tremella roseolutescens,5467990,Tremella
Tremella rubromaculata,5468142,Tremella
Tremella spicata,5468215,Tremella
Tremella spicifera,5237436,Tremella
Tremella steidleri,5237383,Tremella
Tremella stevensiana,5468269,Tremella
Tremella subanomala,5468316,Tremella
Tremella subencephala,5468112,Tremella
Tremella subrubiginosa,5468179,Tremella
Tremella telleriae,5237417,Tremella
Tremella tuckerae,5237422,Tremella
Tremella versicolor,5237420,Tremella
Tremella vesiculosa,8425064,Tremella
Tremella volcanaqua,5468024,Tremella
Tremella wirthii,5468069,Tremella
Tremella wrightii,5468235,Tremella
Tremellina pyrenophila,2518454,Tremellina
Tremellochaete nigerima,9717947,Tremellochaete
Tremellodendron aurantium,3353328,Tremellodendron
Tremellodendron cladonia,2522116,Tremellodendron
Tremellodendron merismatoides,8080305,Tremellodendron
Tremellodendron tenue,3353332,Tremellodendron
Tremellodendropsis flagelliformis,2554007,Tremellodendropsis
Tremellodendropsis helvetica,7603884,Tremellodendropsis
Tremellodendropsis pusio,2554002,Tremellodendropsis
Tremellodendropsis semivestita,2553989,Tremellodendropsis
Tremellodendropsis transpusio,2553982,Tremellodendropsis
Tremellodendropsis tuberosa,2553991,Tremellodendropsis
Tremelloscypha australiensis,2522050,Tremelloscypha
Tremelloscypha gelatinosa,2522047,Tremelloscypha
Tremolecia atrata,2607843,Tremolecia
Tremolecia dicksonii,3393285,Tremolecia
Tretomyces lutescens,8222375,Tretomyces
Tretomyces microsporus,7598959,Tretomyces
Tretopileus sphaerophorus,2555821,Tretopileus
Tretospeira ugandensis,2588391,Tretospeira
Tretovularia villiana,2589473,Tretovularia
Triadelphia uniseptata,2588407,Triadelphia
Triangularia anserina,10810645,Triangularia
Triangularia comata,10794994,Triangularia
Triangularia longicaudata,10771899,Triangularia
Triangularia pauciseta,10804671,Triangularia
Triangularia setosa,10830294,Triangularia
Triangularia verruculosa,10844974,Triangularia
Triblidiopsis pinastri,10610918,Triblidiopsis
Triblidium caliciiforme,5515974,Triblidium
Triblidium craraense,5258335,Triblidium
Triblidium elatinum,5472177,Triblidium
Triblidium hafellneri,5515949,Triblidium
Triblidium octosporum,2592568,Triblidium
Tricellula aquatica,2592405,Tricellula
